"Feature","Gene","Probe","Summed_Counts"
"ybhA-2","ybhA","2",235
"ybhB-1","ybhB","1",240
"ybhC-2","ybhC","2",80
"ybhD-5","ybhD","5",33
"ybhF-5","ybhF","5",535
"ybhG-1","ybhG","1",493
"ybhH-1","ybhH","1",27
"ybhI-5","ybhI","5",65
"ybhJ-2","ybhJ","2",45
"ybhK-3","ybhK","3",463
"ybhL-4","ybhL","4",19
"ybhM-1","ybhM","1",96
"ybhN-5","ybhN","5",120
"ybhO-1","ybhO","1",104
"ybhP-4","ybhP","4",23
"ybhQ-4","ybhQ","4",2
"ybhR-5","ybhR","5",11
"ybhS-2","ybhS","2",20
"ybhT-3","ybhT","3",349
"ybiA-1","ybiA","1",26
"ybiB-4","ybiB","4",23
"ybiC-1","ybiC","1",181
"ybiH-4","ybiH","4",35
"ybiI-1","ybiI","1",0
"ybiJ-3","ybiJ","3",17
"ybiM-1","ybiM","1",0
"ybiN-1","ybiN","1",195
"ybiO-1","ybiO","1",51
"ybiP-1","ybiP","1",2328
"ybiR-2","ybiR","2",755
"ybiS-5","ybiS","5",5000
"ybiT-2","ybiT","2",1120
"ybiU-2","ybiU","2",12
"ybiV-3","ybiV","3",673
"ybiW-1","ybiW","1",84
"ybiX-4","ybiX","4",86
"ybiY-3","ybiY","3",23
"ybjC-5","ybjC","5",14
"ybjD-2","ybjD","2",165
"ybjE-2","ybjE","2",140
"ybjG-1","ybjG","1",37
"ybjH-1","ybjH","1",0
"ybjI-5","ybjI","5",124
"ybjJ-1","ybjJ","1",0
"ybjK-2","ybjK","2",13
"ybjL-1","ybjL","1",6875
"ybjM-1","ybjM","1",0
"ybjN-5","ybjN","5",745
"ybjO-1","ybjO","1",100
"ybjP-3","ybjP","3",175
"ybjQ-1","ybjQ","1",0
"ybjR-1","ybjR","1",0
"ybjS-1","ybjS","1",258
"ybjT-2","ybjT","2",231
"ybjX-3","ybjX","3",722
"ycaC-1","ycaC","1",80
"ycaD-4","ycaD","4",35
"ycaI-3","ycaI","3",271
"ycaJ-3","ycaJ","3",320
"ycaK-4","ycaK","4",60
"ycaL-5","ycaL","5",102
"ycaM-4","ycaM","4",191
"ycaN-5","ycaN","5",93
"ycaO-3","ycaO","3",913
"ycaP-5","ycaP","5",252
"ycaQ-5","ycaQ","5",244
"ycaR-2","ycaR","2",277
"ycbB-1","ycbB","1",372
"ycbC-3","ycbC","3",82
"ycbF-4","ycbF","4",77
"ycbG-1","ycbG","1",316
"ycbJ-2","ycbJ","2",526
"ycbK-2","ycbK","2",6278
"ycbL-3","ycbL","3",1089
"ycbQ-4","ycbQ","4",51
"ycbR-5","ycbR","5",51
"ycbS-5","ycbS","5",59
"ycbT-3","ycbT","3",140
"ycbU-1","ycbU","1",50
"ycbV-1","ycbV","1",92
"ycbW-3","ycbW","3",146
"ycbX-1","ycbX","1",77
"ycbZ-5","ycbZ","5",2693
"yccA-2","yccA","2",1535
"yccE-5","yccE","5",55
"yccF-3","yccF","3",571
"yccJ-2","yccJ","2",725
"yccK-3","yccK","3",538
"yccM-4","yccM","4",39
"yccS-1","yccS","1",573
"yccT-5","yccT","5",162
"yccU-1","yccU","1",85
"yccW-5","yccW","5",841
"yccX-1","yccX","1",161
"yccZ-2","yccZ","2",136
"ycdB-1","ycdB","1",225
"ycdC-2","ycdC","2",56
"ycdG-1","ycdG","1",0
"ycdI-1","ycdI","1",0
"ycdK-1","ycdK","1",0
"ycdL-1","ycdL","1",0
"ycdM-4","ycdM","4",3
"ycdO-4","ycdO","4",944
"ycdT-3","ycdT","3",79
"ycdU-4","ycdU","4",53
"ycdW-4","ycdW","4",389
"ycdX-3","ycdX","3",295
"ycdY-3","ycdY","3",641
"ycdZ-4","ycdZ","4",1247
"yceA-5","yceA","5",430
"yceB-5","yceB","5",803
"yceD-2","yceD","2",614
"yceF-5","yceF","5",457
"yceG-2","yceG","2",727
"yceH-4","yceH","4",321
"yceI-2","yceI","2",84
"yceJ-1","yceJ","1",0
"yceK-1","yceK","1",0
"yceN-5","yceN","5",107
"yceO-3","yceO","3",31
"yceQ-4","yceQ","4",14
"ycfD-3","ycfD","3",1023
"ycfH-2","ycfH","2",1327
"ycfJ-5","ycfJ","5",69
"ycfK-1","ycfK","1",28
"ycfL-1","ycfL","1",457
"ycfM-1","ycfM","1",42
"ycfP-1","ycfP","1",569
"ycfQ-5","ycfQ","5",854
"ycfR-1","ycfR","1",1
"ycfS-4","ycfS","4",69
"ycfT-1","ycfT","1",27
"ycfZ-5","ycfZ","5",38
"ycgB-2","ycgB","2",523
"ycgE-3","ycgE","3",3262
"ycgF-5","ycgF","5",449
"ycgG-1","ycgG","1",230
"ycgH-3","ycgH","3",101
"ycgI-3","ycgI","3",16
"ycgJ-5","ycgJ","5",126
"ycgK-3","ycgK","3",14
"ycgL-1","ycgL","1",304
"ycgM-4","ycgM","4",90
"ycgN-2","ycgN","2",128
"ycgR-3","ycgR","3",23
"ycgV-3","ycgV","3",178
"ycgX-5","ycgX","5",107
"ycgY-2","ycgY","2",56
"ycgZ-3","ycgZ","3",740
"ychA-4","ychA","4",3701
"ychE-4","ychE","4",367
"ychF-1","ychF","1",336
"ychG-4","ychG","4",48
"ychH-1","ychH","1",4
"ychJ-5","ychJ","5",623
"ychM-2","ychM","2",8
"ychN-1","ychN","1",0
"ychO-5","ychO","5",530
"ychQ-5","ychQ","5",2295
"ychS-1","ychS","1",56
"yciA-3","yciA","3",378
"yciB-2","yciB","2",1272
"yciC-4","yciC","4",446
"yciE-5","yciE","5",65
"yciF-4","yciF","4",50
"yciG-1","yciG","1",2
"yciH-1","yciH","1",23
"yciI-4","yciI","4",84
"yciK-4","yciK","4",155
"yciM-2","yciM","2",2016
"yciN-2","yciN","2",40
"yciO-4","yciO","4",361
"yciQ-3","yciQ","3",367
"yciS-1","yciS","1",1024
"yciT-1","yciT","1",425
"yciU-3","yciU","3",145
"yciW-5","yciW","5",145
"yciX-3","yciX","3",853
"ycjD-4","ycjD","4",21
"ycjF-4","ycjF","4",104
"ycjG-1","ycjG","1",896
"ycjM-4","ycjM","4",282
"ycjN-5","ycjN","5",99
"ycjO-3","ycjO","3",7
"ycjP-1","ycjP","1",0
"ycjQ-1","ycjQ","1",0
"ycjR-1","ycjR","1",47
"ycjS-2","ycjS","2",30
"ycjT-5","ycjT","5",75
"ycjU-4","ycjU","4",9
"ycjV-5","ycjV","5",45
"ycjW-1","ycjW","1",86
"ycjX-2","ycjX","2",1676
"ycjY-3","ycjY","3",78
"ycjZ-2","ycjZ","2",216
"ydaC-2","ydaC","2",10
"ydaE-3","ydaE","3",109
"ydaF-2","ydaF","2",520
"ydaG-5","ydaG","5",185
"ydaL-5","ydaL","5",172
"ydaM-1","ydaM","1",69
"ydaN-1","ydaN","1",804
"ydaQ-1","ydaQ","1",0
"ydaS-4","ydaS","4",78
"ydaT-5","ydaT","5",90
"ydaU-3","ydaU","3",76
"ydaV-4","ydaV","4",69
"ydaW-5","ydaW","5",2
"ydaY-2","ydaY","2",332
"ydbA-12","ydbA","12",670
"ydbC-1","ydbC","1",203
"ydbD-5","ydbD","5",54
"ydbH-2","ydbH","2",155
"ydbJ-4","ydbJ","4",346
"ydbK-5","ydbK","5",252
"ydbL-5","ydbL","5",153
"ydcA-1","ydcA","1",62
"ydcC-2","ydcC","2",71
"ydcD-3","ydcD","3",47
"ydcE-5","ydcE","5",104
"ydcF-2","ydcF","2",232
"ydcH-3","ydcH","3",123
"ydcI-5","ydcI","5",873
"ydcJ-5","ydcJ","5",6
"ydcK-2","ydcK","2",132
"ydcL-4","ydcL","4",757
"ydcM-1","ydcM","1",1025
"ydcN-1","ydcN","1",538
"ydcO-2","ydcO","2",90
"ydcP-3","ydcP","3",674
"ydcQ-3","ydcQ","3",4131
"ydcR-2","ydcR","2",3345
"ydcS-1","ydcS","1",187
"ydcT-5","ydcT","5",122
"ydcU-2","ydcU","2",17
"ydcV-2","ydcV","2",2
"ydcW-3","ydcW","3",134
"ydcX-1","ydcX","1",76
"ydcY-5","ydcY","5",3
"ydcZ-1","ydcZ","1",0
"yddA-1","yddA","1",30
"yddB-3","yddB","3",27
"yddE-2","yddE","2",13
"yddG-3","yddG","3",77
"yddH-2","yddH","2",55
"yddJ-2","yddJ","2",23
"yddK-1","yddK","1",79
"yddL-2","yddL","2",12
"yddM-1","yddM","1",307
"yddV-2","yddV","2",62
"yddW-4","yddW","4",85
"ydeA-5","ydeA","5",850
"ydeE-1","ydeE","1",158
"ydeH-1","ydeH","1",139
"ydeI-1","ydeI","1",0
"ydeJ-5","ydeJ","5",36
"ydeK-1","ydeK","1",23
"ydeM-3","ydeM","3",41
"ydeN-3","ydeN","3",39
"ydeO-5","ydeO","5",41
"ydeP-4","ydeP","4",62
"ydeQ-1","ydeQ","1",42
"ydeR-2","ydeR","2",24
"ydeS-2","ydeS","2",54
"ydeT-1","ydeT","1",31
"ydeU-2","ydeU","2",171
"ydfA-4","ydfA","4",51
"ydfB-2","ydfB","2",108
"ydfC-5","ydfC","5",3
"ydfD-3","ydfD","3",11
"ydfE-5","ydfE","5",126
"ydfG-5","ydfG","5",521
"ydfH-5","ydfH","5",1088
"ydfI-5","ydfI","5",73
"ydfJ-3","ydfJ","3",187
"ydfK-3","ydfK","3",170
"ydfO-1","ydfO","1",1
"ydfP-3","ydfP","3",155
"ydfQ-2","ydfQ","2",233
"ydfR-5","ydfR","5",230
"ydfT-5","ydfT","5",323
"ydfU-3","ydfU","3",276
"ydfV-2","ydfV","2",33
"ydfW-4","ydfW","4",51
"ydfX-1","ydfX","1",30
"ydfZ-1","ydfZ","1",0
"ydgA-3","ydgA","3",596
"ydgC-1","ydgC","1",262
"ydgD-3","ydgD","3",207
"ydgH-4","ydgH","4",232
"ydgI-1","ydgI","1",0
"ydgJ-5","ydgJ","5",403
"ydgK-1","ydgK","1",555
"ydgT-3","ydgT","3",162
"ydhA-4","ydhA","4",593
"ydhB-5","ydhB","5",162
"ydhC-3","ydhC","3",712
"ydhF-4","ydhF","4",4
"ydhI-3","ydhI","3",11
"ydhJ-3","ydhJ","3",999
"ydhK-4","ydhK","4",617
"ydhL-1","ydhL","1",2
"ydhM-1","ydhM","1",134
"ydhO-1","ydhO","1",108
"ydhP-3","ydhP","3",30
"ydhQ-4","ydhQ","4",920
"ydhR-5","ydhR","5",987
"ydhS-1","ydhS","1",616
"ydhT-2","ydhT","2",1
"ydhU-1","ydhU","1",56
"ydhV-4","ydhV","4",76
"ydhW-2","ydhW","2",58
"ydhX-2","ydhX","2",53
"ydhY-1","ydhY","1",49
"ydhZ-4","ydhZ","4",26
"ydiA-2","ydiA","2",85
"ydiB-2","ydiB","2",44
"ydiE-2","ydiE","2",48
"ydiF-1","ydiF","1",24
"ydiH-4","ydiH","4",38
"ydiI-4","ydiI","4",371
"ydiJ-4","ydiJ","4",507
"ydiK-3","ydiK","3",219
"ydiL-3","ydiL","3",23
"ydiM-4","ydiM","4",20
"ydiN-3","ydiN","3",24
"ydiO-3","ydiO","3",166
"ydiP-1","ydiP","1",63
"ydiQ-4","ydiQ","4",73
"ydiR-3","ydiR","3",36
"ydiS-2","ydiS","2",65
"ydiT-1","ydiT","1",28
"ydiU-5","ydiU","5",502
"ydiV-3","ydiV","3",280
"ydiY-1","ydiY","1",568
"ydiZ-5","ydiZ","5",327
"ydjA-1","ydjA","1",1037
"ydjE-5","ydjE","5",90
"ydjF-3","ydjF","3",148
"ydjG-2","ydjG","2",41
"ydjH-4","ydjH","4",57
"ydjI-2","ydjI","2",57
"ydjJ-1","ydjJ","1",35
"ydjK-2","ydjK","2",50
"ydjL-3","ydjL","3",93
"ydjM-3","ydjM","3",4
"ydjN-2","ydjN","2",760
"ydjO-1","ydjO","1",99
"ydjR-4","ydjR","4",55
"ydjX-5","ydjX","5",84
"ydjY-1","ydjY","1",155
"ydjZ-3","ydjZ","3",257
"yeaB-1","yeaB","1",73
"yeaC-1","yeaC","1",1825
"yeaD-2","yeaD","2",251
"yeaE-4","yeaE","4",24
"yeaG-2","yeaG","2",693
"yeaH-4","yeaH","4",664
"yeaI-4","yeaI","4",51
"yeaJ-5","yeaJ","5",450
"yeaK-5","yeaK","5",618
"yeaL-4","yeaL","4",240
"yeaM-2","yeaM","2",352
"yeaN-5","yeaN","5",84
"yeaO-1","yeaO","1",0
"yeaP-4","yeaP","4",1489
"yeaQ-5","yeaQ","5",1494
"yeaR-5","yeaR","5",1335
"yeaS-1","yeaS","1",231
"yeaT-4","yeaT","4",79
"yeaU-1","yeaU","1",0
"yeaV-2","yeaV","2",42
"yeaW-3","yeaW","3",13
"yeaX-4","yeaX","4",109
"yeaY-4","yeaY","4",566
"yeaZ-2","yeaZ","2",258
"yebA-2","yebA","2",3225
"yebB-2","yebB","2",35
"yebC-3","yebC","3",584
"yebE-1","yebE","1",83
"yebF-3","yebF","3",545
"yebG-4","yebG","4",1128
"yebK-2","yebK","2",261
"yebN-2","yebN","2",33
"yebO-3","yebO","3",289
"yebQ-1","yebQ","1",231
"yebR-1","yebR","1",106
"yebS-3","yebS","3",331
"yebT-1","yebT","1",637
"yebU-2","yebU","2",502
"yebV-5","yebV","5",1146
"yebW-2","yebW","2",1882
"yebY-2","yebY","2",670
"yebZ-2","yebZ","2",223
"yecA-3","yecA","3",734
"yecC-2","yecC","2",384
"yecD-3","yecD","3",188
"yecE-1","yecE","1",2
"yecF-2","yecF","2",151
"yecG-1","yecG","1",151
"yecH-5","yecH","5",15
"yecI-4","yecI","4",153
"yecJ-2","yecJ","2",1064
"yecM-5","yecM","5",174
"yecN-4","yecN","4",21
"yecO-5","yecO","5",258
"yecP-1","yecP","1",912
"yecR-3","yecR","3",220
"yecS-4","yecS","4",299
"yecT-3","yecT","3",171
"yedA-1","yedA","1",232
"yedD-3","yedD","3",77
"yedE-1","yedE","1",325
"yedF-4","yedF","4",4
"yedI-2","yedI","2",565
"yedJ-1","yedJ","1",154
"yedK-1","yedK","1",110
"yedL-3","yedL","3",14
"yedM-2","yedM","2",2
"yedN-3","yedN","3",12
"yedP-1","yedP","1",177
"yedQ-3","yedQ","3",741
"yedR-5","yedR","5",230
"yedS-4","yedS","4",52
"yedV-3","yedV","3",107
"yedW-3","yedW","3",203
"yedX-3","yedX","3",19
"yedY-4","yedY","4",233
"yedZ-4","yedZ","4",387
"yeeA-4","yeeA","4",325
"yeeD-5","yeeD","5",213
"yeeE-5","yeeE","5",334
"yeeF-3","yeeF","3",847
"yeeI-3","yeeI","3",167
"yeeJ-4","yeeJ","4",74
"yeeL-12","yeeL","12",85
"yeeN-3","yeeN","3",326
"yeeO-1","yeeO","1",167
"yeeP-4","yeeP","4",8
"yeeR-5","yeeR","5",45
"yeeS-1","yeeS","1",21
"yeeT-1","yeeT","1",0
"yeeU-1","yeeU","1",0
"yeeV-1","yeeV","1",0
"yeeW-2","yeeW","2",46
"yeeX-4","yeeX","4",891
"yeeY-5","yeeY","5",1602
"yeeZ-4","yeeZ","4",2595
"yefM-3","yefM","3",2175
"yegD-5","yegD","5",9
"yegE-4","yegE","4",352
"yegH-1","yegH","1",262
"yegI-2","yegI","2",85
"yegJ-4","yegJ","4",43
"yegK-5","yegK","5",26
"yegL-3","yegL","3",124
"yegP-1","yegP","1",65
"yegQ-1","yegQ","1",1553
"yegR-4","yegR","4",8
"yegS-4","yegS","4",69
"yegT-4","yegT","4",121
"yegU-3","yegU","3",1
"yegV-1","yegV","1",47
"yegW-3","yegW","3",1065
"yegX-4","yegX","4",402
"yegZ-4","yegZ","4",35
"yehA-3","yehA","3",31
"yehB-2","yehB","2",35
"yehC-2","yehC","2",46
"yehD-2","yehD","2",43
"yehE-1","yehE","1",38
"yehI-4","yehI","4",74
"yehK-4","yehK","4",58
"yehL-2","yehL","2",8
"yehM-3","yehM","3",65
"yehP-5","yehP","5",36
"yehQ-2","yehQ","2",39
"yehR-4","yehR","4",62
"yehS-2","yehS","2",389
"yehT-1","yehT","1",217
"yehU-5","yehU","5",73
"yehW-5","yehW","5",164
"yehX-4","yehX","4",57
"yehY-1","yehY","1",0
"yehZ-3","yehZ","3",298
"yeiA-3","yeiA","3",64
"yeiB-3","yeiB","3",415
"yeiC-1","yeiC","1",47
"yeiE-2","yeiE","2",50
"yeiG-1","yeiG","1",19
"yeiH-3","yeiH","3",598
"yeiI-5","yeiI","5",328
"yeiJ-2","yeiJ","2",48
"yeiL-1","yeiL","1",30
"yeiM-5","yeiM","5",94
"yeiN-1","yeiN","1",62
"yeiP-5","yeiP","5",491
"yeiQ-4","yeiQ","4",174
"yeiR-5","yeiR","5",109
"yeiS-3","yeiS","3",24
"yeiT-5","yeiT","5",50
"yeiU-2","yeiU","2",151
"yeiW-1","yeiW","1",0
"yejA-5","yejA","5",384
"yejB-5","yejB","5",252
"yejE-3","yejE","3",247
"yejF-2","yejF","2",22
"yejG-5","yejG","5",2058
"yejH-3","yejH","3",473
"yejK-5","yejK","5",865
"yejL-3","yejL","3",164
"yejM-5","yejM","5",1112
"yejO-5","yejO","5",421
"yfaA-2","yfaA","2",221
"yfaD-5","yfaD","5",50
"yfaE-5","yfaE","5",16
"yfaH-5","yfaH","5",33
"yfaL-3","yfaL","3",130
"yfaP-3","yfaP","3",87
"yfaQ-3","yfaQ","3",25
"yfaS-1","yfaS","1",53
"yfaT-3","yfaT","3",111
"yfaU-4","yfaU","4",1
"yfaV-2","yfaV","2",16
"yfaW-5","yfaW","5",8
"yfaX-4","yfaX","4",54
"yfaY-4","yfaY","4",117
"yfaZ-1","yfaZ","1",0
"yfbB-1","yfbB","1",464
"yfbH-2","yfbH","2",39
"yfbJ-4","yfbJ","4",41
"yfbK-2","yfbK","2",55
"yfbL-5","yfbL","5",37
"yfbM-1","yfbM","1",32
"yfbN-4","yfbN","4",63
"yfbO-2","yfbO","2",17
"yfbP-3","yfbP","3",88
"yfbQ-3","yfbQ","3",1098
"yfbR-3","yfbR","3",245
"yfbS-2","yfbS","2",214
"yfbT-3","yfbT","3",25
"yfbU-3","yfbU","3",729
"yfbV-1","yfbV","1",361
"yfbW-5","yfbW","5",5
"yfcA-5","yfcA","5",143
"yfcC-1","yfcC","1",163
"yfcD-1","yfcD","1",0
"yfcE-1","yfcE","1",32
"yfcF-3","yfcF","3",89
"yfcG-3","yfcG","3",60
"yfcH-2","yfcH","2",345
"yfcI-2","yfcI","2",61
"yfcJ-4","yfcJ","4",60
"yfcL-4","yfcL","4",296
"yfcM-1","yfcM","1",130
"yfcN-1","yfcN","1",34
"yfcO-3","yfcO","3",485
"yfcP-2","yfcP","2",53
"yfcQ-2","yfcQ","2",19
"yfcR-5","yfcR","5",49
"yfcS-4","yfcS","4",35
"yfcU-3","yfcU","3",212
"yfcV-2","yfcV","2",76
"yfcY-1","yfcY","1",470
"yfcZ-2","yfcZ","2",1
"yfdC-2","yfdC","2",43
"yfdE-5","yfdE","5",44
"yfdF-4","yfdF","4",25
"yfdG-4","yfdG","4",394
"yfdH-4","yfdH","4",534
"yfdI-1","yfdI","1",84
"yfdK-2","yfdK","2",42
"yfdL-1","yfdL","1",12
"yfdM-4","yfdM","4",10
"yfdN-1","yfdN","1",0
"yfdO-3","yfdO","3",41
"yfdP-5","yfdP","5",50
"yfdQ-3","yfdQ","3",60
"yfdR-5","yfdR","5",27
"yfdS-2","yfdS","2",20
"yfdT-1","yfdT","1",32
"yfdV-5","yfdV","5",23
"yfdX-4","yfdX","4",77
"yfdY-2","yfdY","2",154
"yfdZ-1","yfdZ","1",0
"yfeA-5","yfeA","5",733
"yfeC-3","yfeC","3",25
"yfeD-1","yfeD","1",33
"yfeG-2","yfeG","2",7
"yfeH-1","yfeH","1",125
"yfeK-5","yfeK","5",111
"yfeN-4","yfeN","4",54
"yfeO-2","yfeO","2",45
"yfeR-1","yfeR","1",48
"yfeS-2","yfeS","2",116
"yfeT-2","yfeT","2",63
"yfeU-1","yfeU","1",0
"yfeW-3","yfeW","3",71
"yfeX-1","yfeX","1",0
"yfeY-4","yfeY","4",404
"yfeZ-5","yfeZ","5",181
"yffB-4","yffB","4",43
"yffI-3","yffI","3",36
"yffL-1","yffL","1",126
"yffM-5","yffM","5",1
"yffN-3","yffN","3",17
"yffO-5","yffO","5",95
"yffP-1","yffP","1",0
"yffQ-1","yffQ","1",42
"yffR-3","yffR","3",115
"yffS-3","yffS","3",122
"yfgA-3","yfgA","3",1825
"yfgB-2","yfgB","2",2096
"yfgC-3","yfgC","3",277
"yfgD-4","yfgD","4",435
"yfgF-3","yfgF","3",48
"yfgG-4","yfgG","4",27
"yfgH-5","yfgH","5",238
"yfgI-5","yfgI","5",134
"yfgJ-2","yfgJ","2",209
"yfgL-2","yfgL","2",3687
"yfgM-4","yfgM","4",251
"yfgO-3","yfgO","3",387
"yfhA-2","yfhA","2",1036
"yfhB-1","yfhB","1",178
"yfhD-2","yfhD","2",307
"yfhG-4","yfhG","4",3
"yfhH-5","yfhH","5",597
"yfhJ-4","yfhJ","4",682
"yfhK-1","yfhK","1",511
"yfhL-1","yfhL","1",609
"yfhM-4","yfhM","4",410
"yfhQ-1","yfhQ","1",4
"yfhR-5","yfhR","5",44
"yfiB-1","yfiB","1",591
"yfiC-4","yfiC","4",555
"yfiD-3","yfiD","3",3557
"yfiE-1","yfiE","1",536
"yfiF-5","yfiF","5",28
"yfiH-5","yfiH","5",95
"yfiK-1","yfiK","1",63
"yfiL-2","yfiL","2",144
"yfiM-1","yfiM","1",0
"yfiN-2","yfiN","2",1135
"yfiO-4","yfiO","4",961
"yfiP-4","yfiP","4",1471
"yfiQ-1","yfiQ","1",1994
"yfiR-3","yfiR","3",1297
"yfjD-4","yfjD","4",664
"yfjF-1","yfjF","1",0
"yfjG-2","yfjG","2",412
"yfjH-3","yfjH","3",101
"yfjI-2","yfjI","2",200
"yfjJ-5","yfjJ","5",32
"yfjK-3","yfjK","3",189
"yfjL-1","yfjL","1",427
"yfjM-2","yfjM","2",240
"yfjN-5","yfjN","5",1570
"yfjO-5","yfjO","5",3163
"yfjP-5","yfjP","5",43
"yfjQ-3","yfjQ","3",38
"yfjR-1","yfjR","1",16
"yfjS-5","yfjS","5",27
"yfjT-5","yfjT","5",7
"yfjU-3","yfjU","3",95
"yfjV-20","yfjV","20",128
"yfjW-5","yfjW","5",28
"yfjX-3","yfjX","3",12
"yfjY-1","yfjY","1",1
"yfjZ-1","yfjZ","1",8
"yfp-AR-1","yfp","AR",0
"ygaC-5","ygaC","5",383
"ygaD-5","ygaD","5",2
"ygaF-1","ygaF","1",0
"ygaH-1","ygaH","1",0
"ygaM-4","ygaM","4",1
"ygaP-2","ygaP","2",1994
"ygaQ-8","ygaQ","8",65
"ygaT-5","ygaT","5",107
"ygaU-2","ygaU","2",838
"ygaV-2","ygaV","2",199
"ygaW-3","ygaW","3",1783
"ygaY-7","ygaY","7",81
"ygaZ-1","ygaZ","1",697
"ygbA-2","ygbA","2",76
"ygbE-4","ygbE","4",104
"ygbF-3","ygbF","3",69
"ygbI-5","ygbI","5",501
"ygbJ-1","ygbJ","1",31
"ygbK-3","ygbK","3",33
"ygbL-4","ygbL","4",3
"ygbM-5","ygbM","5",69
"ygbN-3","ygbN","3",223
"ygbT-1","ygbT","1",212
"ygcB-5","ygcB","5",46
"ygcE-1","ygcE","1",65
"ygcF-1","ygcF","1",1
"ygcG-4","ygcG","4",20
"ygcH-2","ygcH","2",76
"ygcI-2","ygcI","2",78
"ygcJ-5","ygcJ","5",29
"ygcK-1","ygcK","1",30
"ygcL-2","ygcL","2",75
"ygcN-1","ygcN","1",27
"ygcO-3","ygcO","3",6
"ygcP-2","ygcP","2",71
"ygcQ-3","ygcQ","3",3
"ygcR-3","ygcR","3",1
"ygcS-4","ygcS","4",39
"ygcU-1","ygcU","1",92
"ygcW-1","ygcW","1",32
"ygdB-5","ygdB","5",24
"ygdD-1","ygdD","1",101
"ygdE-4","ygdE","4",1870
"ygdH-4","ygdH","4",976
"ygdI-2","ygdI","2",324
"ygdK-3","ygdK","3",902
"ygdL-4","ygdL","4",51
"ygdQ-1","ygdQ","1",537
"ygdR-4","ygdR","4",63
"ygeA-1","ygeA","1",12
"ygeD-5","ygeD","5",328
"ygeF-4","ygeF","4",2
"ygeG-5","ygeG","5",8
"ygeH-1","ygeH","1",22
"ygeI-5","ygeI","5",9
"ygeK-6","ygeK","6",69
"ygeN-4","ygeN","4",65
"ygeO-3","ygeO","3",82
"ygeQ-3","ygeQ","3",778
"ygeR-2","ygeR","2",847
"ygeV-4","ygeV","4",101
"ygeW-3","ygeW","3",7
"ygeX-5","ygeX","5",31
"ygeY-2","ygeY","2",20
"ygfA-2","ygfA","2",1290
"ygfB-4","ygfB","4",887
"ygfF-4","ygfF","4",7
"ygfG-2","ygfG","2",85
"ygfH-1","ygfH","1",68
"ygfI-3","ygfI","3",427
"ygfJ-3","ygfJ","3",159
"ygfK-1","ygfK","1",68
"ygfM-5","ygfM","5",44
"ygfO-2","ygfO","2",45
"ygfQ-5","ygfQ","5",80
"ygfS-1","ygfS","1",0
"ygfT-1","ygfT","1",38
"ygfU-2","ygfU","2",7
"ygfX-1","ygfX","1",0
"ygfY-4","ygfY","4",4
"ygfZ-3","ygfZ","3",485
"yggC-1","yggC","1",274
"yggD-5","yggD","5",410
"yggE-4","yggE","4",1255
"yggF-4","yggF","4",35
"yggG-3","yggG","3",2
"yggJ-1","yggJ","1",1397
"yggL-5","yggL","5",600
"yggM-5","yggM","5",32
"yggN-4","yggN","4",34
"yggP-3","yggP","3",27
"yggR-3","yggR","3",95
"yggS-5","yggS","5",470
"yggT-4","yggT","4",622
"yggU-2","yggU","2",46
"yggV-5","yggV","5",34
"yggW-5","yggW","5",956
"yggX-1","yggX","1",256
"yghA-4","yghA","4",40
"yghB-2","yghB","2",913
"yghD-3","yghD","3",57
"yghE-1","yghE","1",0
"yghF-1","yghF","1",36
"yghG-4","yghG","4",2
"yghJ-3","yghJ","3",56
"yghO-5","yghO","5",69
"yghQ-1","yghQ","1",35
"yghR-3","yghR","3",27
"yghS-2","yghS","2",26
"yghT-5","yghT","5",7
"yghU-1","yghU","1",0
"yghW-3","yghW","3",77
"yghX-1","yghX","1",125
"yghY-5","yghY","5",301
"yghZ-5","yghZ","5",135
"ygiA-4","ygiA","4",107
"ygiB-3","ygiB","3",417
"ygiC-3","ygiC","3",1360
"ygiD-1","ygiD","1",466
"ygiF-4","ygiF","4",59
"ygiH-1","ygiH","1",362
"ygiL-1","ygiL","1",83
"ygiN-1","ygiN","1",0
"ygiP-4","ygiP","4",7
"ygiQ-4","ygiQ","4",664
"ygiS-3","ygiS","3",6504
"ygiT-1","ygiT","1",2238
"ygiV-1","ygiV","1",245
"ygiW-4","ygiW","4",195
"ygiZ-3","ygiZ","3",19
"ygjD-2","ygjD","2",43
"ygjE-4","ygjE","4",7
"ygjG-1","ygjG","1",697
"ygjH-4","ygjH","4",33
"ygjI-4","ygjI","4",25
"ygjJ-5","ygjJ","5",7
"ygjK-4","ygjK","4",17
"ygjM-5","ygjM","5",61
"ygjN-4","ygjN","4",1151
"ygjO-3","ygjO","3",109
"ygjP-5","ygjP","5",103
"ygjQ-3","ygjQ","3",25
"ygjR-4","ygjR","4",108
"ygjV-1","ygjV","1",4
"yhaB-2","yhaB","2",41
"yhaC-4","yhaC","4",23
"yhaH-1","yhaH","1",0
"yhaI-1","yhaI","1",64
"yhaJ-1","yhaJ","1",0
"yhaK-1","yhaK","1",819
"yhaL-2","yhaL","2",11
"yhaM-1","yhaM","1",1974
"yhaO-1","yhaO","1",3163
"yhaV-1","yhaV","1",3092
"yhbC-5","yhbC","5",1030
"yhbE-5","yhbE","5",1039
"yhbG-5","yhbG","5",11
"yhbJ-1","yhbJ","1",293
"yhbN-4","yhbN","4",787
